reporting_year,approach_option_id,approach_option_name,approach_other_name,approach_desc,data_sources,other_info
2018,5,Other,"Land Management Planning approach required by 2012 Planning Rule","The USDA Forest Service primarily uses the Land Management Planning approach required by 2012 Planning Rule, which implements the National Forest Management Act of 1976.  The 23 Collaborative Forest Landscape Restoration Program projects also follow the planning approach established in Title IV of the Omnibus Public Land Management Act.  The Joint Chiefs' Landscape Restoration Partnership established a planning process for restoration work across federal and private lands. These planning approaches use similar principles to ROAM.","https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5362536.pdf 

https://www.fs.fed.us/restoration/documents/cflrp/titleIV.pdf; 
","Details on the 23 CFLRP restoration plans are available at:  https://www.fs.fed.us/restoration/CFLRP/results.shtml; the Joint Chiefs Landscape Restoration Partnership information is avalable at https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/newsroom/features/?cid=stelprdb1244394
"
