reporting_year,summary,other_info
2018,"Implementation of ecosystem restoration activities by the United States Forest Service overlaps extensively with designated KBAs, protected areas, ecological corridors, and buffer zones. The USFS reported that the reported hectares brought under restoration overlaps with a total of 98 Key Biodiversity Areas.",
