reporting_year,assessment_option_id,assessment_option_name,assessment_reason_option_id,assessment_reason_other_name,assessment_reason_other_desc
2018,22,"Funding exists for FLR activities, and can support nearly all activity necessary for achieving BC commitments",,,"Adequate funding exists to meet Bonn Challenge goals.  "
